startphrase,ending1,ending2,ending3,ending4,label,min_surprisal_gpt2,min_surprisal_t5,min_surprisal_bert
The cowboy rushes from the gate and ropes the different steer then dismounts and ties their legs legs. Rodeo helpers retrieve the tied up steer and the cowboy,The cowboy rushes from the gate and ropes the different steer then dismounts and ties their legs legs. Rodeo helpers retrieve the tied up steer and the cowboy winds up his rope.,The cowboy rushes from the gate and ropes the different steer then dismounts and ties their legs legs. Rodeo helpers retrieve the tied up steer and the cowboy is lifted down in many sides.,The cowboy rushes from the gate and ropes the different steer then dismounts and ties their legs legs. Rodeo helpers retrieve the tied up steer and the cowboy lets go into the navy.,The cowboy rushes from the gate and ropes the different steer then dismounts and ties their legs legs. Rodeo helpers retrieve the tied up steer and the cowboy rides the cow on the field.,1,1,1,3
She pulls the door closed. She,She pulls the door closed. She puts a chain around his neck.,She pulls the door closed. She pulls the door closed.,She pulls the door closed. She is driven away by two women.,She pulls the door closed. She shuts the door behind him.,4,2,2,2
She pulls the door closed. She,She pulls the door closed. She is driven away by two women.,She pulls the door closed. She pulls the door closed.,She pulls the door closed. She lies in her red chair.,She pulls the door closed. She continues down the hall.,4,2,2,2
Someone shoos people ahead of her. People,Someone shoos people ahead of her. People turn to face her.,Someone shoos people ahead of her. People stand in the room.,Someone shoos people ahead of her. People look in in the middle.,Someone shoos people ahead of her. People come out in her way.,1,1,2,2
People sit at a table. A waitress and a waiter,People sit at a table. A waitress and a waiter lays their meal down.,People sit at a table. A waitress and a waiter are still playing and drinks.,People sit at a table. A waitress and a waiter picks up a glass.,People sit at a table. A waitress and a waiter raise a clutch bag.,1,3,4,3
People sit at a table. A waitress and a waiter,People sit at a table. A waitress and a waiter are still playing and drinks.,People sit at a table. A waitress and a waiter picks up a glass.,People sit at a table. A waitress and a waiter raise a clutch bag.,People sit at a table. A waitress and a waiter spread a tablecloth for them.,4,2,3,2
The salesman's apartment is dark as well. The flame of the match,The salesman's apartment is dark as well. The flame of the match is flared open.,The salesman's apartment is dark as well. The flame of the match is not quite empty.,The salesman's apartment is dark as well. The flame of the match has been held before him.,The salesman's apartment is dark as well. The flame of the match makes it impossible.,3,4,1,4
"Sitting across from her new guardian, she gives an affronted look. A picture of the guardian's family","Sitting across from her new guardian, she gives an affronted look. A picture of the guardian's family has his legs shaved.","Sitting across from her new guardian, she gives an affronted look. A picture of the guardian's family hangs onto a curved ceiling.","Sitting across from her new guardian, she gives an affronted look. A picture of the guardian's family performs give high five.","Sitting across from her new guardian, she gives an affronted look. A picture of the guardian's family rests on his desk.",4,4,4,4
"Someone enters, wearing a robe, crossing the room in the dark. Someone","Someone enters, wearing a robe, crossing the room in the dark. Someone leans on his desk.","Someone enters, wearing a robe, crossing the room in the dark. Someone puts on his jacket.","Someone enters, wearing a robe, crossing the room in the dark. Someone pauses and looks after her.","Someone enters, wearing a robe, crossing the room in the dark. Someone turns to look away.",4,4,4,2
"Someone enters, wearing a robe, crossing the room in the dark. Someone","Someone enters, wearing a robe, crossing the room in the dark. Someone pauses and looks after her.","Someone enters, wearing a robe, crossing the room in the dark. Someone turns on a light.","Someone enters, wearing a robe, crossing the room in the dark. Someone leans on his desk.","Someone enters, wearing a robe, crossing the room in the dark. Someone puts on his jacket.",2,2,2,2
"Someone, holding the book in a brown bag, and someone are walking out. A taxi pulls over to the curb; they","Someone, holding the book in a brown bag, and someone are walking out. A taxi pulls over to the curb; they walk over to it.","Someone, holding the book in a brown bag, and someone are walking out. A taxi pulls over to the curb; they glow underneath the sofa.","Someone, holding the book in a brown bag, and someone are walking out. A taxi pulls over to the curb; they get up from an spot car.","Someone, holding the book in a brown bag, and someone are walking out. A taxi pulls over to the curb; they come in to get out.",1,1,2,1
"Someone, sitting behind his desk, faces the camera. Rows of periodicals","Someone, sitting behind his desk, faces the camera. Rows of periodicals line the wall behind him.","Someone, sitting behind his desk, faces the camera. Rows of periodicals letters appear with a pencil.","Someone, sitting behind his desk, faces the camera. Rows of periodicals flashes across the screen.","Someone, sitting behind his desk, faces the camera. Rows of periodicals are lying on their knees.",1,1,3,3
People are rafting down a choppy river. A blue raft,People are rafting down a choppy river. A blue raft is then on a green river.,People are rafting down a choppy river. A blue raft floats up around them.,People are rafting down a choppy river. A blue raft is also in the river.,People are rafting down a choppy river. A blue raft is floating down the river.,3,4,2,4
Someone stares at someone with disbelief. Tears,Someone stares at someone with disbelief. Tears catches someone's eyes.,Someone stares at someone with disbelief. Tears spill down someone's cheeks.,Someone stares at someone with disbelief. Tears turns off a resolute look.,Someone stares at someone with disbelief. Tears leave her bedroom.,2,2,4,4
They travel on an under ground railway. The goblin guide,They travel on an under ground railway. The goblin guide gets to the feet.,They travel on an under ground railway. The goblin guide gets off the train.,They travel on an under ground railway. The goblin guide gallops along the snow.,They travel on an under ground railway. The goblin guide them in their wake.,2,2,1,2
