,Unnamed: 0,type,startphrase,ending1,ending2,ending3,ending4,label,gpt2-large_average_surprisal_prediction,gpt2-large_max_word_surprisal_prediction,gpt2-large_max_words_each_ending,bert-large-uncased_average_surprisal_prediction,bert-large-uncased_max_word_surprisal_prediction,bert-large-uncased_max_words_each_ending,t5-large_average_surprisal_prediction,t5-large_max_word_surprisal_prediction,t5-large_max_words_each_ending
466,466,o,"He falls asleep in the bed, he",open his eyes.,sings a song.,breathes smoothly.,stands up.,3,1,4,"[' open', ' sings', ' smoothly', ' stands']",2,2,"['eyes', 'song', 'breathes', 'up']",1,1,"['open', 'a', 'breathes', 'up']"
467,467,o,"He falls asleep in the bed, he",opens his eyes.,walks away.,tries to memorize his childhood.,breathe steadily.,4,1,1,"[' opens', ' walks', ' memor', ' breathe']",1,1,"['eyes', 'away', 'memorize', 'steadily']",1,1,"['opens', 'away', 'memorize', 'steadily']"
468,468,o,"He falls asleep in the bed, he",thinks about his son.,breathes steadily.,opens his eyes.,watches a movie.,2,3,1,"[' son', ' breat', ' opens', ' watches']",1,4,"['son', 'steadily', 'eyes', 'movie']",3,3,"['thinks', 'steadily', 'opens', 'a']"
469,469,o,"He falls asleep in the bed, he",thinks about the final exam.,breathes steadily.,opens his eyes.,looks at the floor.,2,3,4,"[' final', ' breat', ' opens', ' looks']",4,4,"['exam', 'steadily', 'eyes', 'floor']",3,3,"['thinks', 'steadily', 'opens', 'floor']"
470,470,o,"He is taking a math exam in the classroom, he",plays the video game.,chats with his mother.,returns home.,tries his best to finish it.,4,4,4,"[' plays', ' chats', ' returns', ' tries']",4,3,"['game', 'chats', 'home', 'it']",4,1,"['game', 'chats', 'returns', 'tries']"
471,471,o,"Bob is taking a math exam in the classroom, he",draws a fly.,wants to fly.,is disturbed by a fly.,chat with a fly.,3,3,3,"[' fly', ' fly', ' fly', ' chat']",3,3,"['fly', 'fly', 'fly', 'fly']",2,2,"['a', 'fly', 'a', 'a']"
472,472,r,The husband goes to work everyday while the wife is unemployed. The wife,stayed home to cook meals.,went to work.,supported the family with her salary.,enjoyed the health benefits of employment.,1,3,2,"[' stayed', ' went', ' supported', ' enjoyed']",4,2,"['meals', 'work', 'salary', 'employment']",2,2,"['stayed', 'went', 'supported', 'enjoyed']"
473,473,o,The husband was unemployed and didn't go to work. The husband,went to work.,stayed at home to cook meals.,supported the family with his salary.,enjoyed the health benefits of employment.,2,1,1,"[' went', ' stayed', ' supported', ' enjoyed']",3,3,"['work', 'meals', 'salary', 'employment']",1,1,"['went', 'stayed', 'supported', 'employment']"
474,474,r,"The students are taking a math class, the teacher",talks about the history of Egoroff's theorem.,teaches them singing.,asks them to write an article about politics.,votes for Trump.,1,3,3,"['gor', ' singing', ' politics', ' votes']",3,3,"['egoroffs', 'singing', 'politics', 'trump']",3,4,"['Egoroffs', 'teaches', 'asks', 'Trump']"
475,475,r,"The students are taking a math class, their teacher",teaches them to swim.,asks them to write an article about politics.,talks about the story of Thomas Bayes.,regards Shakespeare one of the greatest mathematicians.,3,2,1,"[' swim', ' politics', ' Bay', ' regards']",2,2,"['swim', 'politics', 'bayes', 'mathematicians']",2,1,"['teaches', 'asks', 'Bayes', 'mathematicians']"
476,476,o,A robot vacuum can be used to clean the,tub.,sink.,floor.,Roomba.,3,3,3,"[' tub', ' sink', ' floor', ' Ro']",2,2,"['tub', 'sink', 'floor', 'roomba']",3,3,"['tub', 'sink', 'floor', 'Roomba']"
477,477,r,"The students are taking a math class, their teacher",regards Taylor Swift one of the greatest mathematicians.,asks them to write an article about politics.,talks about the story of Euclid.,teaches them to swim.,3,2,4,"[' regards', ' politics', ' Eucl', ' swim']",2,2,"['mathematicians', 'politics', 'euclid', 'swim']",2,4,"['mathematicians', 'asks', 'Euclid', 'teaches']"
478,478,o,A robot vacuum can be used to clean the floor,manually.,autonomously.,poorly.,aquatically.,2,2,1,"[' manually', ' autonom', ' poorly', ' aqu']",1,1,"['manually', 'autonomously', 'poorly', 'aquatically']",1,1,"['manually', 'autonomously', 'poorly', 'aquatically']"
479,479,o,A robot dish washer can be used to clean the,Gutters,Floor.,Plates.,Sink.,3,4,4,"[' Gut', ' Floor', ' Pl', ' S']",4,4,"['gutters', 'floor', 'plates', 'sink']",2,2,"['Gutters', 'Floor', 'Plates', 'Sink']"
480,480,p,A plant that makes green leaves is a,informant.,ground.,factory.,tree.,4,4,4,"[' informant', ' ground', ' factory', ' tree']",4,4,"['informant', 'ground', 'factory', 'tree']",4,4,"['informant', 'ground', 'factory', 'tree']"
481,481,p,A plant that makes green paint is a,tree.,ground.,factory.,informant.,3,3,3,"[' tree', ' ground', ' factory', ' informant']",1,1,"['tree', 'ground', 'factory', 'informant']",1,1,"['tree', 'ground', 'factory', 'informant']"
482,482,p,A plant that photosyntheses is a,informant.,tree.,ground.,factory.,2,2,2,"[' informant', ' tree', ' ground', ' factory']",2,2,"['informant', 'tree', 'ground', 'factory']",2,2,"['informant', 'tree', 'ground', 'factory']"
483,483,p,A bug that crawls is,an insect.,a virus.,a wire.,a glitch.,1,2,4,"[' insect', ' virus', ' wire', ' glitch']",1,1,"['insect', 'virus', 'wire', 'glitch']",1,1,"['an', 'a', 'a', 'glitch']"
484,484,o,"The students are taking a math class, some of them",play video games.,are asked to write articles about politics in class.,are absent-minded.,sing a song.,3,1,1,"[' play', ' asked', ' absent', ' sing']",2,4,"['games', 'class', 'absentminded', 'song']",1,1,"['play', 'politics', 'absentminded', 'a']"
485,485,p,A bug that makes you ill is,a wire.,an insect.,a glitch.,a virus.,4,4,4,"[' wire', ' insect', ' glitch', ' virus']",2,2,"['wire', 'insect', 'glitch', 'virus']",2,2,"['wire', 'insect', 'glitch', 'a']"
486,486,p,A bug that is covertly planted is,a wire.,an insect.,a glitch.,a virus.,1,4,4,"[' wire', ' insect', ' glitch', ' virus']",2,2,"['wire', 'insect', 'glitch', 'virus']",2,2,"['a', 'insect', 'a', 'a']"
487,487,p,A bug that is in an app is,a wire.,a virus.,an insect.,a glitch.,4,2,4,"[' wire', ' virus', ' insect', ' glitch']",2,2,"['wire', 'virus', 'insect', 'glitch']",3,3,"['a', 'a', 'insect', 'a']"
488,488,o,We got our dog kiwi from the,Pet store.,New Zealand,Produce isle.,Grocery store.,1,2,2,"[' store', ' New', 'le', ' Gro']",2,2,"['store', 'zealand', 'isle', 'store']",2,2,"['Pet', 'New', 'Produce', 'Grocery']"
489,489,o,We got our dog Tomato from,The Grocery store.,New Zealand,The produce isle.,The Pet store.,4,2,2,"[' Gro', ' New', ' produce', ' store']",4,4,"['store', 'zealand', 'isle', 'store']",2,2,"['Grocery', 'Zealand', 'isle', 'store']"
490,490,o,We got a kiwi for our dog from,The produce isle.,The Pet store.,New Zealand,The Grocery store.,1,3,3,"[' produce', ' store', ' New', ' Gro']",2,2,"['isle', 'store', 'zealand', 'store']",3,3,"['isle', 'store', 'Zealand', 'Grocery']"
491,491,o,We got a pineapple for our dog from,New Zealand.,The Pet store.,The Boat.,The produce isle.,4,1,1,"[' New', ' store', ' Boat', ' produce']",1,1,"['zealand', 'store', 'boat', 'isle']",1,1,"['Zealand', 'store', 'Boat', 'isle']"
492,492,o,I used a telescope to see,a lens.,something far away.,under the planet’s surface.,something that is close.,2,2,2,"[' lens', ' something', '�', ' close']",4,4,"['lens', 'away', 'planet ’ s', 'close']",2,2,"['a', 'something', 'planet’s', 'close']"
493,493,o,I used a telescope with,under the planet’s surface.,something that is close.,something far away.,a lens.,4,4,4,"['�', ' something', ' something', ' lens']",2,3,"['planet ’ s', 'close', 'away', 'lens']",2,3,"['planet’s', 'close', 'something', 'a']"
494,494,o,I used a telescope by looking through,something far away.,something that is close.,a lens.,under the planet’s surface.,3,3,3,"[' far', ' something', ' lens', '�']",2,3,"['away', 'close', 'lens', 'planet ’ s']",2,1,"['something', 'close', 'a', 'planet’s']"
495,495,o,I broke my arm when,caught a ball.,I held her hand.,I fell off a roof.,I touched my fingers to my toes.,3,3,3,"[' caught', ' held', ' fell', ' touched']",4,1,"['ball', 'hand', 'roof', 'toes']",3,2,"['a', 'hand', 'a', 'toes']"
496,496,o,I crashed my car and broke my arm so I called,a doctor.,a friend.,a lawyer.,a mechanic.,1,2,2,"[' doctor', ' a', ' lawyer', ' mechanic']",1,1,"['doctor', 'friend', 'lawyer', 'mechanic']",1,3,"['a', 'a', 'a', 'a']"
497,497,o,I crashed my car and broke my mirror so I called,a mechanic.,a doctor.,a lawyer.,a friend.,1,4,4,"[' mechanic', ' doctor', ' lawyer', ' a']",2,2,"['mechanic', 'doctor', 'lawyer', 'friend']",1,3,"['a', 'a', 'a', 'a']"
498,498,o,"Lee has just finished a race, he",can't stop crying.,eats his hands.,runs across the sea.,is out of breath.,4,4,1,"[' crying', ' hands', ' sea', ' out']",4,3,"['crying', 'hands', 'sea', 'breath']",4,4,"['cant', 'eats', 'sea', 'breath']"
499,499,o,"Lee finishes a race, he",holds a party to celebrate his loss.,thinks it's a good experience.,runs across the sea.,eats his hands for some energy.,2,2,2,"[' loss', ' thinks', ' sea', ' hands']",1,3,"['loss', 'experience', 'sea', 'energy']",3,3,"['a', 'a', 'sea', 'eats']"
500,500,o,The juggler knew that polyamory was not for them. The juggler,could juggle chainsaws.,could no longer handle three lovers.,juggled frequently at a local circus.,was also an acrobat.,2,4,4,"[' chains', ' three', ' jugg', ' ac']",2,2,"['chainsaws', 'lovers', 'juggled', 'acrobat']",2,2,"['juggle', 'lovers', 'juggled', 'acrobat']"
501,501,o,"Bob fails a math test, he",holds a party to celebrate his success.,is upset about the results.,thinks his physics teacher should be responsible for it.,eats his fingers.,2,1,2,"[' holds', ' upset', ' physics', ' eats']",1,1,"['success', 'results', 'it', 'fingers']",2,2,"['a', 'results', 'physics', 'eats']"
502,502,o,"Bob fails a math test, he",thinks it is because his biology teacher doesn't teach well.,celebrate his success with his classmates and teachers.,is upset about it.,eats his fingers.,3,3,3,"[' biology', ' celebrate', ' upset', ' eats']",2,3,"['doesnt', 'teachers', 'it', 'fingers']",3,3,"['doesnt', 'teachers', 'it', 'eats']"
503,503,o,The juggler knew that juggling was not for him. The juggler,kept juggling frequently at a local circus.,had three lovers.,is the best at juggling in the world.,quit his job and did something else.,4,3,3,"[' frequently', ' lovers', ' best', ' quit']",4,4,"['juggling', 'lovers', 'juggling', 'else']",4,4,"['juggling', 'lovers', 'juggling', 'quit']"
504,504,o,The juggler hated juggling. The juggler,kept juggling frequently at a local circus.,is the best at juggling in the world.,had three lovers.,quit his job and did something else.,4,2,2,"[' frequently', ' in', ' lovers', ' quit']",4,2,"['juggling', 'juggling', 'lovers', 'else']",4,4,"['juggling', 'juggling', 'lovers', 'else']"
505,505,o,Tom knew that juggling was not for him. Tom,juggled frequently at a local circus.,is the best at juggling in the world.,quit juggling and did something else.,had three lovers.,3,2,2,"[' jugg', ' is', ' quit', ' lovers']",2,3,"['juggled', 'juggling', 'else', 'lovers']",2,4,"['juggled', 'juggling', 'juggling', 'lovers']"
506,506,o,The boy loves playing basketball. He,didn’t expect to sprain his ankle last Friday.,got excited and aced the machine learning exam on Friday.,plays video games from morning to night and loves it.,becomes very good at playing the piano.,1,3,3,"['�', ' machine', ' video', ' piano']",3,3,"['didn ’ t', 'aced', 'it', 'piano']",3,3,"['sprain', 'aced', 'video', 'piano']"
507,507,o,John is polyamorous. John,thinks love is madness.,juggles multiple lovers.,loves only one person.,never cheats on his wife.,2,4,4,"[' madness', ' jugg', ' John', ' never']",1,1,"['madness', 'juggles', 'person', 'cheats']",3,3,"['madness', 'juggles', 'loves', 'cheats']"
508,508,n,John was not a polyamorous person. John,loves only one person.,cheats on his wife.,has many lovers.,juggled frequently at a local circus.,3,2,3,"[' John', ' che', ' many', ' jugg']",1,2,"['person', 'cheats', 'lovers', 'juggled']",1,3,"['loves', 'cheats', 'lovers', 'juggled']"
509,509,o,John was a polyamorous person. John,juggled frequently at a local circus.,loves only one person.,cheats on his wife.,has many lovers.,3,3,4,"[' jugg', ' John', ' che', ' many']",2,4,"['juggled', 'person', 'cheats', 'lovers']",2,4,"['juggled', 'loves', 'cheats', 'lovers']"
510,510,o,Soccer is a very fun sport. It consists of,kicking a ball among team players so to score goals without committing faults.,team players cheering for the crowds from the soccer field so crowds can score goals.,catching a ball with the hands and running with team players across a field scoring goals.,running naked across a field while kicking the referee towards the goal.,1,3,1,"[' faults', ' crowds', ' team', ' referee']",4,4,"['faults', 'goals', 'goals', 'referee']",3,3,"['faults', 'crowds', 'catching', 'referee']"
511,511,o,John was a good student. John,played hard.,studied hard.,never goes to class.,likes to play video games.,2,4,1,"[' played', ' John', ' goes', ' John']",3,3,"['hard', 'hard', 'class', 'games']",4,2,"['played', 'studied', 'class', 'likes']"
512,512,n,John was not a good student. John,never goes to class.,studied hard.,likes to play video games.,played hard.,1,3,2,"[' goes', ' John', ' likes', ' played']",1,1,"['class', 'hard', 'games', 'hard']",3,2,"['class', 'studied', 'likes', 'played']"
513,513,o,"The boy likes studying, but not with a group. He",is excited to meeting a group a people.,wants to focus.,likes dancing with his friends.,likes group sports.,2,3,2,"[' meeting', '.', ' dancing', ' group']",3,3,"['people', 'focus', 'friends', 'sports']",2,2,"['a', 'focus', 'dancing', 'sports']"
514,514,o,John is a good student but Jack is not a good student. Jack,studies with fervor.,never goes to class.,aces all his exams.,studies hard.,2,2,2,"[' ferv', ' never', 'ces', ' studies']",2,2,"['fervor', 'class', 'exams', 'hard']",2,2,"['fervor', 'class', 'aces', 'studies']"
515,515,o,John is a good student but Jack is not a good student. John,aces all his exams.,never goes to class.,studies with fervor.,studies hard.,1,2,2,"['ces', ' never', ' ferv', ' studies']",2,2,"['exams', 'class', 'fervor', 'hard']",2,4,"['aces', 'class', 'fervor', 'studies']"
516,516,o,The boy likes mechanics. He,likes linear algebra.,takes train to school.,likes physics.,likes machine learning.,3,3,4,"[' linear', ' train', ' physics', ' machine']",2,2,"['algebra', 'school', 'physics', 'learning']",2,4,"['likes', 'train', 'physics', 'likes']"
517,517,n,"The boy likes reading, not writing. He",likes reading books.,wants to become a billionaire.,likes sleeping in the lab.,enjoys writing books.,1,1,1,"[' reading', ' billionaire', ' lab', ' writing']",2,3,"['books', 'billionaire', 'lab', 'books']",1,1,"['likes', 'billionaire', 'likes', 'enjoys']"
518,518,n,"The boy likes engineering, not mathematics. He",likes to build stuff.,enjoys mathematics.,likes to derive equations.,likes to solve math problems.,1,1,1,"[' stuff', ' mathematics', ' derive', ' math']",4,2,"['stuff', 'mathematics', 'equations', 'problems']",4,4,"['likes', 'enjoys', 'derive', 'likes']"
519,519,n,"The boy likes chemistry, not mathematics. He",enjoys mathematics.,likes to perform experiments in lab.,likes to solve math problems.,likes to derive equations.,2,3,3,"[' mathematics', ' perform', ' math', ' derive']",2,2,"['mathematics', 'lab', 'problems', 'equations']",2,2,"['enjoys', 'likes', 'likes', 'derive']"
520,520,n,"The boy likes programming, not art. He",like algorithm implementation.,enjoys art exhibition.,likes art history.,likes visiting art museums.,1,4,4,"[' algorithm', ' exhibition', ' history', ' visiting']",4,2,"['implementation', 'exhibition', 'history', 'museums']",4,4,"['algorithm', 'exhibition', 'history', 'likes']"
521,521,o,The juggler knew that juggling was not for him. The juggler,juggled three lovers.,quit juggling and did something else.,juggled frequently at a local circus.,was the best at juggling in the world.,2,4,4,"[' lovers', ' quit', ' jugg', ' best']",4,2,"['juggled', 'juggling', 'juggled', 'juggling']",4,4,"['juggled', 'juggling', 'juggled', 'juggling']"
